video_id,category,log_views,title_len,word_count,caps_ratio,exclaim_cnt,question_cnt,has_number,has_bracket,tag_cnt,hour_bin,publish_weekday,publish_time,sent_compound,sent_pos,sent_neg,sent_abs,chan_mean_oof,chan_mean_naive,chan_freq,chan_freq_log,trending_lag,days_on_trending,log_likes,log_comment_count,comments_disabled,ratings_disabled
FhhlMSpvCQE,Howto & Style,12.064295924851631,37,7,0.1666666666666666,0,0,0,0,33,06-11,4,2018-04-20 13:47:54+00:00,0.3612,0.333,0.0,0.3612,13.574921337667876,13.52733023846226,25,3.258096538021482,2,6,8.319229938632326,4.912654885736052,0,0
l35LGiJmXNs,News & Politics,12.06506768092288,63,10,0.1428571428571428,0,1,0,0,18,00-05,1,2017-12-05 10:38:03+00:00,0.0,0.0,0.0,0.0,12.4761666761289,12.298356483229586,19,2.995732273553991,4,2,6.642486801367256,7.104144092987527,0,0
PaZsrAi6iJg,Gaming,12.065090709265014,64,9,0.1224489795918367,1,0,1,0,29,06-11,0,2018-02-12 13:59:48+00:00,0.0,0.0,0.0,0.0,13.962643164895107,12.065090709265014,1,0.6931471805599453,2,7,7.963807953231451,5.981414211254481,0,0
Qp7QJpLhOs4,Howto & Style,12.066799083877733,54,10,0.1860465116279069,0,0,0,0,15,18-23,4,2018-02-10 03:27:54+00:00,0.1531,0.186,0.0,0.1531,12.37434759392444,12.335965410372006,6,1.9459101490553132,2,8,8.674880467251832,6.089044875446846,0,0
45tSUnisIos,Pets & Animals,12.06970867350925,26,6,0.25,0,0,1,0,18,06-11,6,2018-04-29 14:08:24+00:00,0.0,0.0,0.0,0.0,13.33950479613237,12.853804349005095,7,2.0794415416798357,4,8,9.370671910878524,6.997595982981927,0,0
JgByDCdtNE8,Entertainment,12.070081086318826,72,11,0.1475409836065573,0,0,0,0,18,06-11,0,2017-12-04 15:15:08+00:00,0.2023,0.167,0.0,0.2023,13.707488171116994,13.630704438024322,74,4.31748811353631,1,1,8.633552992532433,6.210600077024653,0,0
HwYMsqONPzE,News & Politics,12.073152494630788,42,8,0.0571428571428571,0,0,0,0,8,00-05,6,2018-02-18 09:16:49+00:00,0.0,0.0,0.0,0.0,12.928440312595928,12.63361760167478,52,3.970291913552122,1,3,6.858565034791365,7.465655310134056,0,0
FPHrWxxw9Is,Comedy,12.074830060158243,64,11,0.1481481481481481,0,0,0,0,36,06-11,3,2018-02-01 14:00:01+00:00,0.0,0.0,0.0,0.0,13.322494165530594,13.32792431159366,72,4.290459441148391,1,1,8.006700845440367,5.342334251964811,0,0
yXLo4iOb3GU,People & Blogs,12.07563360949581,32,5,0.1851851851851851,0,0,0,0,37,12-17,0,2018-01-29 22:27:22+00:00,0.0,0.0,0.0,0.0,12.208772783678452,12.124939852631035,6,1.9459101490553132,2,5,10.03390159125806,7.479864131165026,0,0
Ho-QAgN6hHA,Sports,12.075656395805796,79,12,0.135593220338983,0,0,1,1,32,06-11,3,2018-01-18 13:27:52+00:00,0.0,0.0,0.0,0.0,12.552018450457448,12.733475881871096,5,1.791759469228055,1,5,6.821107472256465,5.123963979403259,0,0
p2JpSCYQKFs,Education,12.07577601541558,24,5,0.2631578947368421,0,1,0,0,21,12-17,5,2018-02-10 22:00:03+00:00,0.5859,0.487,0.0,0.5859,12.506975817553323,12.518391800502387,26,3.295836866004329,2,8,8.497194544909547,5.988961416889864,0,0
RWzZeA2GMsk,Music,12.077346830456426,34,6,0.1923076923076923,0,0,0,1,8,00-05,4,2018-02-23 05:00:01+00:00,0.0,0.0,0.0,0.0,13.898679705772594,12.077346830456426,1,0.6931471805599453,1,6,9.250714266114455,6.226536669287466,0,0
Y6eKxjMA9ek,Entertainment,12.077403697750922,53,9,0.3846153846153846,1,0,1,0,36,06-11,3,2017-11-09 16:00:09+00:00,0.0,0.0,0.0,0.0,13.145251921870672,12.077403697750922,1,0.6931471805599453,5,1,9.674703121331833,6.748759547491679,0,0
2aThW4BSdbQ,People & Blogs,12.078279045956648,25,5,1.0,0,0,0,0,21,12-17,4,2018-01-26 19:10:55+00:00,0.0,0.0,0.0,0.0,12.565386530276898,12.403017368836814,3,1.3862943611198906,6,1,9.397400683117311,7.093404625868766,0,0
TsYGNNPQ3ZU,Entertainment,12.07904008964548,28,5,0.9166666666666666,0,0,0,0,22,12-17,4,2017-11-17 17:01:09+00:00,0.0,0.0,0.0,0.0,12.903276586299905,13.00262122031242,3,1.3862943611198906,1,5,9.677590213025296,7.369600720526409,0,0
XxBr02E3C0k,Comedy,12.079687089066455,39,6,0.1764705882352941,0,0,0,0,29,00-05,3,2018-02-01 10:00:02+00:00,0.4019,0.351,0.0,0.4019,13.112690760181348,12.949443931388275,37,3.6375861597263857,1,1,7.844240718141811,5.068904202220232,0,0
9DjgOFSBJYc,Comedy,12.080787161759504,50,9,0.0285714285714285,0,0,1,0,3,12-17,2,2018-02-14 19:51:16+00:00,0.0,0.0,0.0,0.0,10.971353157034526,11.428852166736652,12,2.5649493574615367,2,8,7.459338895220296,4.912654885736052,0,0
XKSHDDBAd1w,Sports,12.08086083472524,43,10,0.16,0,0,1,0,10,00-05,2,2018-01-24 09:25:46+00:00,0.4215,0.388,0.0,0.4215,12.606660469334669,12.47281699329775,55,4.02535169073515,1,2,7.549082710812286,5.521460917862246,0,0
a2Whkq4rClY,Entertainment,12.081353737222678,23,5,0.2105263157894736,0,0,0,0,18,12-17,4,2018-01-12 19:06:42+00:00,-0.34,0.0,0.444,0.34,13.15147066794902,12.081353737222678,1,0.6931471805599453,3,4,8.852807917623322,7.236339342754344,0,0
bPZFQ6i759g,Science & Technology,12.082265249802102,35,7,0.074074074074074,0,1,0,0,7,06-11,4,2018-04-20 10:02:14+00:00,0.4939,0.39,0.0,0.4939,12.709619961613203,12.584149019250985,5,1.791759469228055,4,10,8.52595469708481,6.616065185132817,0,0
133w0dT64A0,Comedy,12.08284230018556,76,11,0.1692307692307692,0,0,0,0,39,00-05,4,2018-02-23 05:48:03+00:00,0.4019,0.213,0.0,0.4019,13.350014574031976,13.32792431159366,72,4.290459441148391,1,4,8.200013648175434,5.303304908059076,0,0
p0xyhCn0Eow,Entertainment,12.082978028367462,54,9,0.1590909090909091,0,0,0,0,27,12-17,2,2018-01-31 17:00:20+00:00,0.1027,0.25,0.207,0.1027,13.225063963808113,12.989106466683085,22,3.1354942159291497,2,3,8.494947582468917,5.53338948872752,0,0
fRFCXQ3HgdY,Sports,12.082994993094967,58,10,0.4680851063829787,0,0,0,0,44,12-17,5,2017-11-25 21:44:40+00:00,0.0,0.0,0.0,0.0,12.03507615611363,11.954348433991656,4,1.6094379124341003,4,4,6.975413927455952,6.0330862217988015,0,0
d6awT91VKUw,Entertainment,12.083424670221836,50,10,0.2631578947368421,0,0,0,0,40,06-11,4,2018-01-12 15:04:03+00:00,-0.4585,0.0,0.3,0.4585,13.802013687552694,13.802374104853936,35,3.58351893845611,1,2,7.5251007461258,5.5053315359323625,0,0
Z0JupszeKIo,News & Politics,12.08387111267632,63,12,0.3061224489795918,0,0,0,0,29,06-11,4,2018-01-19 15:24:55+00:00,0.0,0.0,0.0,0.0,11.749109778514663,11.537716936115832,7,2.0794415416798357,2,6,7.252053951852814,6.533788837933344,0,0
